monitoring_time,data_mm_jugy,data_mm_iqr,data_mm_range,1H_wmedian_jugy,1H_wmedian_mask,1H_wmedian_range,1H_wmedian_iqr,1H_sum_mima,1H_sum_max
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02231043,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.020804818,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02251574,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02231043,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.021899808,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02251574,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.022105119,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.02231043,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.022002464,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.022721051,1,0.019482667,0.000741333,0.007626311,0.662708336
,,,,-0.022618396,1,0.019482667,0.000741333,0.013346044,0.662708336
,,,,-0.02231043,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.022413085,1,0.019482667,0.000741333,0.000476644,0.662708336
,,,,-0.022823707,1,0.019482667,0.000741333,0.015014299,0.662708336
,,,,-0.02231043,1,0.019482667,0.000741333,0.018112488,0.662708336
,,,,-0.02231043,1,0.019482667,0.000741333,0.077931363,0.662708336
,,,,-0.022105119,1,0.019482667,0.000741333,0.010247855,0.662708336
,,,,-0.021968245,1,0.019482667,0.000741333,0.012154433,0.662708336
,,,,-0.022413085,1,0.019482667,0.000741333,0.007626311,0.662708336
,,,,-0.02251574,1,0.019482667,0.000741333,0.091277407,0.662708336
,,,,-0.030557076,1,0.019482667,0.000741333,0.206387035,0.662708336
,,,,-0.04130167,1,0.019482667,0.000741333,0.169923737,0.662708336
,,,,-0.042088694,1,0.019482667,0.000741333,0.084604385,0.662708336
,,,,-0.041609636,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.042294005,1,0.019482667,0.000741333,0.014775977,0.662708336
,,,,-0.041404325,1,0.019482667,0.000741333,0,0.662708336
,,,,-0.041609636,1,0.019482667,0.000741333,0.016920877,0.662708336
